1.331412791596977785e+00;2.324039760185299050e-02;-9.674119779521388462e-01;6.288372696671595818e-01;-5.953139142691959984e-01;-1.781580885156531791e+00;-5.860384873771196101e-01;1.489195981357063436e+00;-1.555626121233956993e-01;1.626989227893910761e-01;1.317303667416170443e+00;-5.633460931713991648e-01;5.062087185407753154e-01;1.426822347004249592e+00;1.233424940604306852e-01;-6.096635593331629042e-03;3.777244903352296457e-01;4.583212621000826714e-01;4.481108188027291273e-01;7.299382489304138133e-01;2.401029434928345363e-01;-3.451754063237530423e-01;3.867287664430330563e-01;1.670189812205475244e+00;-9.969721172466329273e-01;-2.763401660900026077e-02;-4.090110729490518439e-03;6.951710312633597733e-01;-4.223790951231345403e-01;-1.227594211230653487e+00;8.942273554085974352e-01;-4.187801783191905103e-01
-1.365259930318253878e-01;-4.949021401819705401e-01;9.174929827149495010e-01;7.027503135380368526e-01;3.148319208827099480e-01;6.229264711629114437e-01;3.396459817389215208e-01;9.227314794877299053e-02;5.192838015759175807e-01;-5.697774985427865868e-01;-2.254183966200672129e-01;-1.428962924716531413e+00;7.513118918126966417e-01;-1.289273356544282878e+00;6.117964207121077275e-02;5.975539172648251102e-02;-5.694631753246598427e-01;6.007958062567049229e-01;2.603793231677974940e-01;1.428385283879143042e-01;4.633595824437656829e-01;-2.697283525228692525e-01;-8.285861186676295453e-01;1.298265589243471352e-01;-1.225402640524603098e-01;-2.420346052078026222e-01;1.463571390697247399e+00;2.983560690619963540e-01;5.460459184643913222e-01;-8.508014969050439191e-01;1.220831773984204727e+00;7.795689086271342938e-02
-3.936089570412428795e-01;4.545524000499384099e-01;-9.793733682185766787e-01;6.566709218119507474e-01;-2.359354117259167549e-01;-3.325801309243207882e-02;2.077530170623028416e-01;1.847641505113777338e-01;-9.687255561077060539e-01;1.210494691727021177e+00;-3.710148998412888255e-01;-1.094837185713537497e+00;-5.551327305367687037e-01;5.107239850394826308e-02;1.618740590203175067e+00;-5.056735845217484870e-01;-2.509993711111546122e-01;-7.136834056749125077e-02;2.585589300515583455e-03;-4.824380009318252061e-01;-2.864537226425313277e-01;-7.749535899476768241e-01;-9.497212220436404562e-02;6.606016258586736578e-01;9.330832672593282195e-01;1.900044876445675213e+00;-8.792430200332437273e-01;-6.098683961113567087e-02;-4.027438801556228465e-01;8.067168541410970617e-01;-5.039639960598298885e-01;-2.203633710020225234e-01
-1.848708601506089677e-01;-4.570805203137732198e-01;-1.639645948788544194e+00;-1.248485378563258363e+00;-2.957650708290112118e-01;4.163515857032095147e-01;-1.501727699773387492e+00;-7.530222888068946463e-02;-6.322422911204689244e-01;2.204114456451508330e-01;-2.292796633987613575e+00;-7.358176462374663718e-01;1.398816312743060175e+00;-6.844482332419842274e-01;-2.401471538012723561e-01;7.747113926597143374e-01;-2.063332202989101472e+00;-1.170610407100564354e-01;7.957596321669446748e-01;-5.032499198134522400e-01;-6.552856560990500956e-01;-8.158360297621839452e-01;-6.022208390780879883e-01;1.125685337686884280e+00;-1.205861866607435884e+00;-1.763006708822809854e+00;-7.942206136675088457e-01;-2.196758363132705671e+00;-5.550399343748425585e-01;1.594715455575577590e+00;-1.967943307922473319e-03;-1.472997017403279152e+00
1.629473923860741691e-01;-1.478022308508452065e+00;-3.524375651207951043e-01;5.917545338373999542e-01;1.427794362563684638e+00;1.171238652712216277e+00;7.856702604920501321e-01;8.903488096175024014e-01;-1.879365827302316716e-01;7.864722233047525268e-01;8.504137884093255773e-01;-3.990129995987543587e-01;6.971699306800589746e-02;1.865144036944932138e+00;-2.707748178430442465e-01;-7.222512141741610492e-02;1.439459606699562411e+00;8.777921634737245737e-01;1.315541586731894252e+00;1.328065737884567277e+00;-1.031307244479208185e+00;-1.641879618327525048e+00;9.148829636552842093e-01;9.170516587725403568e-01;5.338754923676783948e-01;-1.057256827652087061e+00;1.091017416190267486e+00;5.765049878065148237e-02;-1.763354990622015173e+00;-9.698474206615889104e-01;-9.523795001209780509e-01;6.839276000708018888e-01
-3.567560410271966020e-01;-5.707477942861080011e-01;6.199724022407792079e-01;1.397197278972131529e-01;3.275436558210880465e-04;3.105392150600742585e-01;-9.607135575139347239e-01;1.331710934414487846e-01;-9.842661907476037975e-01;-2.026147638931639627e-01;4.635744966131882250e-01;7.244571028371336874e-02;-3.102170816183307811e-01;-1.235991811976333787e+00;-7.217617003114504270e-02;-3.103030564674002512e-01;-3.811566232418568401e-01;-6.334851401283834171e-01;6.819488857417843608e-01;-3.168248064554695653e-01;-8.448241632113294708e-01;7.791077337174839856e-01;-1.679271560289963494e+00;-8.624785215198604860e-01;-3.999601043461307182e-01;-3.244700344917754720e-01;2.642074511488471944e-01;7.358480342337434532e-01;-5.165273622390195163e-01;-1.574635404268469152e+00;-9.048165832385404173e-01;2.787650848873547971e-01
5.397947778348641257e-02;-4.633606164176230502e-01;-4.840391110423619137e-01;-1.574595345172972838e+00;-2.580638024209928605e-01;7.487352060763124983e-01;1.759065434112431436e+00;2.861185995205081656e-01;1.399406493585865885e+00;-2.349320956427841112e-01;5.027351420177568198e-01;2.611826001829767874e-01;-6.008882596258681430e-02;-5.569334993998023009e-01;-1.127726303359416926e+00;-1.203594572456183516e-02;3.300041455239910437e-01;1.833574359011211685e+00;3.188456270433622647e-02;-4.518312514479596032e-01;-6.049091331692633133e-01;6.542944429607177037e-01;1.538243441667050293e+00;6.297442018806106434e-01;-1.320211724182698276e+00;-2.257619546535722665e-01;9.514088116644336957e-02;1.589368508572374772e+00;-5.634565962154071128e-01;-7.038904858256337382e-01;-3.551774934296494379e-01;-1.441463726748688501e+00
-1.217690021106518028e+00;1.703486622672925055e+00;1.058555195699602214e+00;1.011965530489586484e+00;5.730089549994287629e-02;2.399973470816289811e-01;-1.253030333335084512e-01;3.381945906155364168e-01;-1.255686469689519580e+00;3.704349169705676847e-01;-7.661053003671410844e-01;1.311083752913456413e-01;-1.059411205615390594e+00;-3.180241934888157207e-01;-1.222462644301633983e+00;2.363131220888782247e-01;1.787227703487687336e+00;-1.277277321963439863e-02;-1.401469084750296135e-01;-8.177438134196960418e-01;3.479627976266521511e-02;-6.570745776354545153e-01;-6.544997044600618930e-01;-1.021746136673030048e+00;-8.233909555146693426e-01;-6.926156490665397181e-01;9.108644497386420014e-02;7.888246204226467828e-01;5.339616762045583387e-02;5.479975913755222861e-01;-6.275887171974123824e-01;1.717092141428375518e+00
7.623025748342773245e-01;5.114172538185219885e-01;-1.632315925797773959e+00;-1.241305581066793451e+00;-1.333958605824053567e+00;5.115960750783528077e-01;-9.401115093964675928e-01;1.629996834477278056e-01;-1.245401206366948843e+00;-1.227202958028333069e-01;-9.332811003654841731e-01;-4.123567629861867867e-01;2.955148204858591976e-01;-2.793192555170863067e-01;-7.596739436848812810e-01;3.473165985390697097e-01;-9.028400515479665378e-01;-6.504333632455328029e-01;4.421454374976258039e-01;6.288424222520641593e-02;-9.810519352225510747e-01;-1.651293835406191901e+00;1.615638878248847610e-01;9.327617267802770229e-01;3.138617066923065635e-01;-5.604257979640461240e-01;8.989394723853704194e-01;1.013869897567998724e+00;1.006772011994549354e+00;9.518682597014794800e-01;-7.811725810094422018e-01;2.219230277269559348e-01
6.349808337609963438e-01;7.471078042094481684e-04;5.751328285179834188e-01;1.156570879659845508e+00;3.211797238280186817e-01;-6.966173642929579524e-01;8.712741690980763121e-01;6.972395839048625144e-01;-1.422109186168296624e+00;5.891797301252010843e-01;-1.038958598257946342e+00;-3.703912120308262002e-01;-5.647944207484730805e-01;5.547623607499165832e-01;5.715205261057083597e-01;6.256049288448084500e-01;3.313282702453549389e-01;-7.539024179550638527e-01;-6.139985578824811441e-01;1.085489364825139580e+00;-1.098205680076028479e+00;-1.363480534546298140e+00;3.931331622798142633e-01;8.234570880752696120e-04;4.182890430689414352e-01;-5.332149204548224386e-01;-1.403490564197208690e-01;-4.527589722558377217e-01;3.259400923014173501e-01;-3.454049413309174810e-01;1.839505883102006689e-01;-2.557509507993055986e-01
