-1.813130081949520189e+00;-1.771773398020075607e-01;-4.298348688475048945e-02;2.521032754253531016e-01;1.006486929308130440e+00;1.734757775081806896e-01;-2.878710889168813458e-01;-8.793284934775771333e-01
2.450964680842101506e-01;8.085850403516841797e-03;1.108146940612190212e+00;-3.595470010888783818e-01;1.627113251481131506e+00;-1.365954684740292580e+00;3.596808641652795568e-01;2.150042932665966952e-02
9.422246578693889152e-01;5.276692332596034651e-01;-1.259673115805309829e+00;-2.737479158230337051e-01;-6.385442200443904870e-01;-1.675005459346935899e+00;4.308548223109996966e-01;3.797898281439426871e-01
9.001622108392333121e-01;-1.792996441369631766e+00;-6.765095933829842201e-01;-2.585012098829694849e-01;9.302695220370476026e-01;5.138543375487786280e-01;-4.142493310380734317e-01;-9.301902697635787698e-01
-1.521751331938446528e-01;-1.049505606351788245e-01;-7.138968836261296858e-01;3.611801350844877079e-01;-1.217728612095319241e+00;-9.387983003526957360e-01;3.464531219626910685e-01;-9.639272167866435037e-01
7.405639982529120535e-02;-1.200021876477848748e+00;-8.539370444062720222e-02;8.960909830166097212e-01;-5.280548971803957770e-01;2.005617800868885470e-01;2.261045622373561090e-02;-2.734420058869310721e-01
3.381092761984356154e-01;-9.315326992179991938e-01;7.715553993524604248e-02;6.017980050863981356e-01;-4.631557558723010115e-01;6.963153840691465035e-01;4.718837433986366459e-01;1.158756388974861551e+00
2.542376092666560061e-01;-3.900964940156070315e-01;-2.294254185914723077e-01;6.797848503869079462e-01;-3.922597618387191343e-01;-7.590124341347851411e-01;-1.849075602962600151e-01;5.896170293246092431e-01
-2.444421937022074262e-02;-8.650746571414991148e-02;3.441805009850856106e-02;1.578749549225034743e-01;-6.871132083201725305e-02;-3.205490198140279468e-01;-3.333263298407578845e-01;-5.314715534755961590e-01
5.988415042256802767e-01;3.696307702281247387e-01;7.651885287736929220e-01;1.312796680357336543e+00;-1.245783475579357535e+00;4.548707660070699377e-01;-3.950944973829700335e-01;9.321909929047129673e-01
-8.512173868185901604e-01;2.807236593565790028e-01;-3.388260049718249123e-01;9.189571230179706118e-01;-1.884165163618507499e-01;-1.272851108699164735e+00;-6.971264541711016394e-01;7.348202898952906070e-02
-4.770533996366405072e-01;-4.045663061532125959e-02;-1.783374885888292294e+00;-6.973650032546040434e-01;2.089594531409543765e-01;-1.495686583502318978e+00;-4.341029992191934861e-01;1.774523135781121141e-01
