2.803050229484588818e-01;9.412035780009878061e-02;2.588105191895594959e-01;1.374159967527455728e-01;-1.160675080311185381e+00;1.714570449744234545e-02;1.755930577864913966e-01;3.702792728904623631e-01
-2.935657206305259947e-01;8.304502515608557234e-01;-4.614914447068948489e-01;8.298369997206502813e-01;6.980575617063095040e-01;-6.966869294459893114e-01;8.075920577446871196e-02;-3.898148388334736758e-01
1.056207967901372280e+00;7.668845463183610045e-01;-9.635373958821744078e-02;-8.518944948592757638e-02;5.066131305261072360e-01;-8.772819051975324633e-01;4.884904855596362006e-01;-5.039016183166056262e-01
-6.957334108618784541e-01;-9.069417726727126983e-01;9.422435615787276841e-01;2.349032010003650472e-01;4.864434802746332998e-01;4.041814502449708746e-01;1.213561510479129080e+00;5.840050151523885624e-01
-4.527567508880927516e-01;1.726024059218691287e+00;-6.833112405432656411e-01;7.892973843025159475e-01;-1.225818541279340979e+00;-1.889424878306331657e+00;2.004495672405249562e-01;-1.105051235733209014e-01
1.288077154299100691e-01;-8.812052347537702515e-03;-6.838987049926088524e-01;-5.836661132963646414e-01;-5.199944885538821948e-01;-1.161541580588264289e+00;-2.160694109062926416e-01;-2.912883823995491284e-01
-3.472834445798795439e-02;5.335036014292503515e-01;1.183133327429143344e+00;9.737129335985054146e-01;4.528206029406986466e-01;1.884270540509546787e+00;1.625967822426847897e+00;3.440077053555510300e-01
-1.132376385884027892e+00;-3.446261327148568143e-01;-1.635492193589769716e+00;8.575443213903212181e-01;1.378487092922021651e+00;-1.775034205760755768e+00;8.461927845707242213e-01;-2.438429986096886729e-02
1.047141004898963779e-01;6.747828621235617552e-01;-6.101744861719399227e-01;1.185496709520286185e+00;1.439063333566400482e+00;-5.161812088723052305e-01;4.434506856869860902e-01;8.314994826817710960e-01
-6.686520698040693267e-01;6.855547143943411248e-01;-1.625531628829213204e+00;-2.630605710755277715e-01;-4.018165368778837676e-01;-7.051921848562536788e-01;4.359225688836313450e-01;-1.320178392428743352e+00
1.108842304980638821e-01;-5.218671490890808284e-01;1.646711926977807439e-01;-1.105139113665161599e+00;3.256299066860043889e-01;8.115449665040267435e-01;3.776482277749354521e-01;3.871880824523393858e-03
9.993399091160689585e-01;5.113755182527766063e-01;-7.446130283687079077e-01;-1.245918307267485314e+00;-1.228254373162968704e+00;-3.941137493921530455e-01;8.883664052278378298e-01;9.779925151856865284e-01
-1.509958706273658802e+00;-1.086494193396328356e+00;-1.670564363969408994e+00;4.694555687358340501e-01;-2.641409099043041109e-01;-1.174328195795439622e-01;-6.756241385031880320e-01;1.523118651456738526e-01
-6.086389337768072227e-01;-3.231257243801204382e-01;1.074962859125396353e+00;-4.709264661102593313e-02;2.394509272501358921e-01;1.248566408833339469e+00;1.041030690001655046e+00;-1.802621332192928250e-01
-2.116026592500012404e-01;8.589111788637432410e-01;5.164212814680983754e-02;1.431845816116823045e+00;1.190043313481803811e+00;6.113997350942127484e-01;-1.018458344740285293e+00;6.718025674177356688e-02
1.006518252254343215e+00;-3.552765502550776500e-01;-2.705377170841447021e-01;1.517972673271566153e+00;8.555461900572957079e-01;7.515280273943472089e-01;-7.684054167739677865e-01;9.955639630224878411e-01
-8.337470048211444995e-01;-3.087514915629523821e-02;2.241916004791656147e-01;9.429797689718819598e-01;1.040508621929282951e+00;-1.739341154360635189e+00;-6.000250749026715402e-01;-5.108346601545051824e-01
-1.768707136433089078e+00;-1.242987026869274203e+00;6.241702237187810587e-01;5.148076518586304218e-01;7.780158936632643185e-02;1.094208285390711355e+00;-6.815567625644486371e-01;-5.522780662026279819e-01
1.121834894559543105e+00;5.463236923773382436e-01;1.024035768900366739e+00;-7.564255095978088539e-01;7.617326394848482618e-01;-4.158893328395645295e-01;4.508569295196401816e-02;5.829089381441613371e-01
-2.200587707616224464e-01;8.025036167117105546e-01;5.217244614707147177e-01;5.611530689285644247e-01;1.084373138002827197e+00;1.600851816419678109e+00;5.761134990294951574e-01;6.075713200069822184e-01
